OBJECTID,GEOG,2000_POP,2010_POP,POP_CHANGE,TOT_POP,UND19,A20_34,A35_49,A50_64,A65_79,OV80,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,POP_25OV,HS,BACH,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_GT_5UN,MED_ROOMS,HA_AFT2000,HA_70_00,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,MedIncFam_Hcost,MedIncFam_Tcost,MedIncFam_HTcost,Ret_Hcost,Ret_Tcost,Ret_HTcost,SPFam_Hcost,SPFam_Tcost,SPFam_HTcost,ModIncFam_Hcost,ModIncFam_Tcost,ModIncFam_HTcost,IDES_EMP,EMP_CHANGE,PCT_CHANGE,AVG_VMT,RET_SALES,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,WALKSCORE,OPEN_SPACE_PER_1000,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc
19,Dunning,42164,41932,-232,43025,9829,8925,8357,9413,4563,1938,40.6113198458574,28340,11448,1035,1775,427,42858,35012,23552,21824,1694,11460,224,21278,16483,1900,2115,499,281,30942,26769,7306,2972,3669,2750,2427,2479,1135,59737.3188405797,15432,11214,4218,1054,16486,10595,483,1230,1203,2908,5.79964261782444,779,3263,8229,4215,-9999,1585,6465,5767,2047,622,1443,7403,2100,245,227721.322769549,19146,Health Care,Retail Trade,Manufacturing,Education,Accommodation and Food Service,2296,2039,1997,1806,1530,6714,Health Care,Education,Administration,Retail Trade,Manufacturing,1620,1069,791,738,727,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,9742,3027,738,668,524,Outside of Chicago,Dunning,Portage Park,Austin,Belmont Cragin,2893,485,224,208,173,,,,,,,,,,,,,,,,15422,,,,,,,,,,1.70443718719181,2378.21398489433,1011.55813588389,0.425343615969376,138.364162743535,0.0581798625449102,21.705805945752303,0.009126935626323277,68.0315249227817,0.0286061411441093,358.008877339201,0.150536864896583,29.324791135054074,0.012330594017744395,641.289942900653,0.269651909783529,0.085958141533734,3.614398959879691e-05,73.3334099789278,0.0308354969084862,36.5113759029975,0.0153524351193401
20,East Garfield Park,20881,20567,-314,20656,6965,4909,3520,3426,1371,465,29.7944665341286,878,727,18854,57,140,19817,14987,7032,5604,1428,7955,274,5229,2648,204,1939,264,174,11805,9258,1500,3753,1403,741,575,289,162,21481.9277108434,6923,1580,5343,1488,8411,967,330,2104,2467,2540,5.54623983739837,670,991,1134,5616,-9999,1880,2389,2982,879,282,666,752,143,15,174596.774193548,6873,Health Care,Administration,Retail Trade,Education,Accommodation and Food Service,1279,813,775,700,586,3248,Health Care,Professional,Administration,Construction,Manufacturing,1155,533,379,276,169,Outside of Chicago,The Loop,Near West Side,Near North Side,West Town,2588,1113,555,431,184,Outside of Chicago,Austin,Lake View,West Town,East Garfield Park,1380,108,85,75,74,,,,,,,,,,,,,,,,7995,,,,,,,,,,8.86189231350156,1236.98852356039,58.8350693009222,0.0475631488735068,208.1052651701,0.168235404942252,9.221605528081476,0.007454883656914768,38.6635776149525,0.0312562136822969,82.5245664608267,0.0667140922401596,74.813903816058897,0.06048067737987102,412.463766438061,0.333441869978614,n/a,n/a,183.051247627688,0.147981362915815,169.309521603698,0.13687234633057
21,East Side,23653,23042,-611,23784,8281,4822,4721,3854,1389,717,31.1043797953964,4040,18968,684,28,64,23774,17273,11267,9330,1912,6007,57,9107,6458,1185,1115,349,0,13800,9685,1699,1704,2124,1157,903,661,252,43421.0526315789,6802,4564,2238,935,7737,4804,226,1634,870,183,6.04533333333333,59,485,3915,3277,-9999,369,2373,3645,1019,331,3265,1214,69,10,119199.785177229,7270,Manufacturing,Health Care,Education,Accommodation and Food Service,Retail Trade,1108,822,718,686,672,1417,Administration,Transportation,Retail Trade,Accommodation and Food Service,Construction,279,260,197,155,123,Outside of Chicago,The Loop,Near North Side,Near West Side,East Side,3294,1235,358,311,199,Outside of Chicago,East Side,Hegewisch,South Chicago,South Deering,810,199,44,30,23,,,,,,,,,,,,,,,,18054,,,,,,,,,,8.81794326005072,1908.48078875306,465.409111089725,0.243863660474051,80.8951059837197,0.0423871733267873,11.951560234189905,0.006262342437305159,58.4246540501733,0.0306131737843409,99.845034380175,0.0523164995783953,112.395863056279940,0.05889284488407967,739.722681350754,0.38759765658111,n/a,n/a,209.725962497046,0.109891576448131,130.110816110996,0.0681750724857996
22,Edgewater,62198,56521,-5677,54873,7999,16748,12209,10783,5179,1955,37.9344355377421,29912,8918,7853,6324,1866,51818,49223,34299,31487,2812,14924,1908,29202,10689,2028,13819,2171,495,42621,38951,23300,8078,6861,5059,3352,2803,2522,46173.6641221374,28675,10751,17924,3718,32393,1963,421,1922,2825,25234,4.30441712204007,1110,6273,11263,13747,-9999,17589,9853,3750,803,398,2429,4576,2265,1408,231771.192281185,26025,Health Care,Professional,Education,Accommodation and Food Service,Retail Trade,3590,3105,2917,2743,2149,9299,Health Care,Accommodation and Food Service,Retail Trade,Professional,Other Service,3018,1591,1229,758,601,Outside of Chicago,The Loop,Near North Side,Near West Side,Edgewater,8552,5384,3036,1482,950,Outside of Chicago,Edgewater,West Ridge,Rogers Park,Lincoln Square,3377,950,450,374,352,,,,,,,,,,,,,,,,7649,,,,,,,,,,1.48095783817389,1111.66463479597,148.265371475685,0.133372392028012,355.067421933903,0.319401563043401,24.599573461763210,0.02212859228563853,77.2921921685027,0.0695283359290176,61.802902337908,0.0555949163114748,6.569742370468953,0.0059098240286062104,348.572128203659,0.313558709428258,n/a,n/a,81.2645994541159,0.0731017223274635,8.2307033899614,0.00740394461812851
23,Edison Park,11328,11187,-141,11208,2456,2187,2658,2197,1120,588,41.3860927152318,9787,1060,120,164,78,11203,9135,6243,5930,312,2893,192,5630,4103,350,806,272,99,8351,7915,3870,362,874,654,729,738,1083,86299.7256515775,4440,3510,928,409,4848,3263,106,151,243,1085,6.13984168865435,200,571,2892,1185,-9999,483,1464,1765,856,279,232,1246,1536,469,329606.741573034,5978,Public Administration,Education,Health Care,Professional,Retail Trade,910,724,694,470,469,2421,Administration,Professional,Accommodation and Food Service,Health Care,Real Estate,807,380,225,190,128,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,2945,1435,243,172,163,Outside of Chicago,Edison Park,Norwood Park,Portage Park,Jefferson Park,1301,121,86,73,57,,,,,,,,,,,,,,,,14890,,,,,,,,,,1.80518368585127,726.269824353444,379.041753540504,0.521902109698614,40.0163117506248,0.0550984088954115,5.992233785532012,0.008250699099148925,23.7762007381705,0.032737420640238,10.7428918935541,0.0147918742226663,9.081289905874062,0.012504016553294918,236.621007013812,0.325803164442997,n/a,n/a,20.232498751021,0.0278581018687274,0.765636974351692,0.00105420457890192
24,Englewood,40222,30654,-9568,26121,8266,6184,3902,4593,2234,942,31.392246264812,199,682,24810,76,354,25992,19540,9960,6371,3583,9580,332,5800,2788,360,2435,163,54,15575,11569,972,5320,2267,850,362,231,73,19853.7844036697,9103,2500,6603,5177,14280,3327,376,4988,2167,3374,5.70689655172414,600,2079,4206,7395,-9999,2520,4878,4734,1508,640,1841,584,57,15,96556.8862275449,7205,Health Care,Retail Trade,Administration,Accommodation and Food Service,Education,1506,894,873,689,588,1713,Health Care,Retail Trade,Education,Other Service,Accommodation and Food Service,942,294,165,81,46,Outside of Chicago,The Loop,Near West Side,Near North Side,Hyde Park,2798,1042,485,463,106,Outside of Chicago,Englewood,Auburn Gresham,West Englewood,South Shore,625,100,80,48,48,,,,,,,,,,,,,,,,7668,,,,,,,,,,1.67102596513401,1966.30676318165,237.933269189619,0.121005162391154,305.825942829199,0.155533179540281,13.530140584632074,0.00688099173434118,38.2408559562668,0.0194480620584297,169.938567741397,0.0864252571996561,13.497832132685238,0.00686456070101932,720.565354335226,0.366456225359919,n/a,n/a,43.6488692352654,0.022198402636137,423.125931177356,0.215188158379063
25,Forest Glen,18165,18508,343,18459,5030,2290,3842,4054,2164,1079,42.5693181818182,13258,2205,177,2475,344,18425,14063,9449,8875,574,4614,364,8336,6162,676,1220,191,87,12709,12016,7441,734,971,884,695,1426,1957,101558.603491272,6665,5958,709,498,7165,5858,304,254,290,459,6.84690656565657,315,711,4567,1571,-9999,350,1483,3686,1262,383,312,927,2926,1765,409600.903614458,8720,Health Care,Education,Public Administration,Professional,Retail Trade,1169,1091,922,827,707,4498,Health Care,Professional,Wholesale Trade,Retail Trade,Finance,1722,589,343,304,237,Outside of Chicago,The Loop,Near North Side,Near West Side,Forest Glen,3464,2207,542,387,239,Outside of Chicago,Forest Glen,West Ridge,Portage Park,Norwood Park,2573,239,126,110,86,,,,,,,,,,,,,,,,17034,,,,,,,,,,25.5394505702832,2046.16379469471,822.334900200565,0.401891042316708,33.1467953894595,0.0161994828935017,6.030397212460783,0.0029471722782391132,47.5515632545446,0.0232393728096628,42.8360464946276,0.020934808154505,10.390961408586170,0.0050782647193386285,605.475151894114,0.295907470097941,n/a,n/a,471.432718076858,0.230398328471645,6.96526076348958,0.00340405825845864
26,Fuller Park,3420,2876,-544,2543,568,473,411,535,457,99,43.6575,70,181,2273,16,3,2534,2074,1042,718,324,1032,42,683,361,64,206,50,2,1775,1337,205,623,219,84,75,71,15,20092.5925925926,1086,385,706,436,1526,303,69,442,216,482,5.35324675324675,61,217,580,669,-9999,476,431,462,95,63,318,36,14,14,93888.8888888889,877,Health Care,Administration,Retail Trade,Accommodation and Food Service,Education,173,91,89,88,70,1425,Manufacturing,Wholesale Trade,Retail Trade,Health Care,Accommodation and Food Service,521,240,237,176,128,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,276,148,67,66,22,Outside of Chicago,Auburn Gresham,West Englewood,Chicago Lawn,Austin,629,42,36,36,34,,,,,,,,,,,,,,,,7070,,,,,,,,,,4.42535701322294,457.224630766108,27.7875571754691,0.0607744100069792,27.8304610389338,0.0608682454230476,3.915838231572552,0.008564364139813126,16.7077997464857,0.0365417753599379,20.0906594028365,0.0439404573834383,34.175120928675852,0.07474470671322614,262.792424236475,0.574755615847183,n/a,n/a,11.2536828846259,0.0246130285364761,52.6710871210331,0.115197396589898
27,Gage Park,39193,39894,701,41202,14775,9635,9283,4848,2192,469,28.9082458770615,1460,38009,1342,350,41,41148,29261,19821,16664,3157,9440,292,15778,8613,3495,3064,584,22,23261,12910,1355,2865,3416,1844,933,554,130,38582.3170731707,9742,5415,4327,933,10675,5125,91,2562,2167,730,5.70033860045147,99,1148,4563,4865,-9999,1250,3735,3799,1143,748,3267,2015,105,17,126691.419141914,10538,Manufacturing,Administration,Health Care,Accommodation and Food Service,Retail Trade,1773,1317,1112,1107,1078,4233,Administration,Wholesale Trade,Retail Trade,Accommodation and Food Service,Other Service,1185,1154,654,294,216,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,4643,1187,575,534,250,Outside of Chicago,Gage Park,Chicago Lawn,New City,Ashburn,1959,246,145,104,101,,,,,,,,,,,,,,,,16901,,,,,,,,,,0.621316793192687,1406.90760977567,408.123403484047,0.290085433221249,155.779918797258,0.110725052387837,18.572843571758821,0.01320118211224988,63.7481787727103,0.0453108493619385,96.2875094606474,0.0684391134084492,135.345192716692740,0.09620048379599945,482.224137339182,0.342754658506731,n/a,n/a,25.5994945131251,0.0181955761240121,21.2269311202497,0.0150876510815335
28,Garfield Ridge,36101,34513,-1588,35570,9027,6779,7628,6879,3605,1652,38.6250841121495,16837,16581,1462,417,273,35325,28575,18312,16225,2087,10263,175,15500,11828,1451,1864,338,19,24333,19754,5150,2143,2858,2137,1545,2131,1202,60851.4190317195,12016,9730,2308,608,12646,10266,189,620,693,822,5.93054256314312,348,2029,9125,1144,-9999,804,2547,6693,1828,774,2132,6471,1004,101,199981.160512434,15179,Public Administration,Manufacturing,Education,Health Care,Retail Trade,1722,1706,1609,1462,1374,11927,Transportation,Administration,Retail Trade,Accommodation and Food Service,Manufacturing,5031,1219,1083,1025,722,Outside of Chicago,The Loop,Near West Side,Near North Side,Garfield Ridge,6569,3437,723,720,604,Outside of Chicago,Garfield Ridge,Clearing,Austin,Ashburn,6984,604,227,178,169,,,,,,,,,,,,,,,,17432,,,,,,,,,,1.24226279674641,2706.39986191819,1032.12762405997,0.381365532338019,95.9103600253403,0.0354383553498126,15.277344586008248,0.005644895568085157,100.910656513778,0.0372859376523383,55.4149392114171,0.0204755180456377,114.236870587631640,0.04220990112919427,1206.51327831023,0.445800081239697,n/a,n/a,44.1872876802699,0.0163269619918439,41.8215009435387,0.0154528166853723
29,Grand Boulevard,28006,21929,-6077,22373,6243,4302,5129,3606,2293,800,36.8501177163037,719,574,20274,117,689,22085,17406,10355,8132,2223,7051,289,7623,4255,497,2493,295,83,14539,12218,3940,4385,1923,1327,779,683,600,30260.2040816327,9697,2476,7355,2379,12210,1083,700,668,3193,6546,5.1070799577316,2973,2549,2415,4273,-9999,3408,3351,3667,1310,474,771,1183,418,104,211333.333333333,7696,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1473,1003,737,709,602,4128,Education,Health Care,Management,Retail Trade,Accommodation and Food Service,1594,1001,393,225,203,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1994,1825,681,588,231,Outside of Chicago,South Shore,Grand Boulevard,Roseland,Chatham,1465,136,134,130,127,,,,,,,,,,,,,,,,9140,,,,,,,,,,1.00606966489996,1113.23468990329,62.3469595044337,0.0560052251963601,255.158471603464,0.22920456388727,7.311707537710506,0.006567983915723747,42.3507279036989,0.0380429466381237,112.6449431418,0.101187058006238,8.173339553368495,0.007341973464803324,378.135192385411,0.339672483991908,n/a,n/a,22.5087966128067,0.0202192734532573,224.604551660594,0.201758491446316
30,Greater Grand Crossing,38619,32602,-6017,32346,9327,6621,5992,6408,2619,1379,35.6689927184466,466,358,31077,4,441,31805,24933,14274,10714,3560,10659,429,9798,4976,775,3732,265,50,20423,17386,3150,5748,2770,1758,836,569,278,26515.0523560209,11959,3929,8030,3683,15642,4302,213,4441,2605,4050,5.61309523809524,309,1223,5289,8821,-9999,3156,5812,4638,1554,482,2326,1485,69,40,124572.31726283,9094,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,2002,981,918,891,835,3407,Education,Health Care,Accommodation and Food Service,Retail Trade,Wholesale Trade,797,752,322,319,297,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2894,1760,702,646,229,Outside of Chicago,South Shore,Greater Grand Crossing,Chatham,Auburn Gresham,1195,150,148,133,119,,,,,,,,,,,,,,,,10175,,,,,,,,,,1.07538893097882,2269.35647214377,375.530991543157,0.165479066930551,327.665989460103,0.144387183539557,21.210590598359460,0.009346522178740248,81.6996842231013,0.036001256402844,255.313563096995,0.112504829554526,41.081071220411872,0.018102520130565583,992.347006332144,0.437281237440284,n/a,n/a,34.784530361441,0.015327927008568,139.723045308057,0.0615694568143655
31,Hegewisch,9781,9426,-355,8985,2199,1910,1349,2218,1034,275,39.3454965357968,4087,4267,566,0,65,8969,7190,4406,4007,399,2783,3,3982,2903,332,639,108,0,6330,5533,1224,950,817,512,487,491,291,50337.8378378378,3547,2516,1031,378,3925,2507,18,770,259,164,5.77229437229437,246,694,1587,1399,-9999,416,1059,1747,541,162,1519,919,56,10,134204.275534442,3617,Manufacturing,Public Administration,Education,Health Care,Retail Trade,433,395,391,382,308,2354,Manufacturing,Wholesale Trade,Retail Trade,Accommodation and Food Service,Finance,1118,464,261,122,91,Outside of Chicago,The Loop,Near North Side,Near West Side,Hegewisch,1646,828,136,124,104,Outside of Chicago,East Side,Hegewisch,South Deering,Auburn Gresham,1517,190,104,55,36,,,,,,,,,,,,,,,,15989,,,,,,,,,,64.529214671648,3350.91251756315,374.468539320223,0.111751213246398,34.0654533346681,0.0101660228836535,6.812905480337836,0.002033149312203563,48.0146585060049,0.0143288308048466,17.4174576728836,0.00519782524359958,301.356200521067480,0.08993257775055834,1562.02808405214,0.46615006386024,n/a,n/a,579.794993824757,0.173026001361085,426.954224851069,0.127414315537416
32,Hermosa,26908,25010,-1898,25489,7913,6230,4987,4214,1675,470,31.4001787538304,1880,22491,379,355,384,25480,19020,13254,11975,1279,5766,319,11507,7096,1391,2142,654,224,15446,8927,1721,2017,2269,1255,756,580,222,39156.9200779727,7099,2883,4216,752,7851,2246,60,2486,2115,937,5.7507722007722,65,519,1964,5303,-9999,1109,3050,2557,741,394,559,1859,435,30,212533.422459893,7919,Manufacturing,Retail Trade,Health Care,Administration,Accommodation and Food Service,1125,963,962,908,796,3564,Manufacturing,Retail Trade,Health Care,Construction,Wholesale Trade,2582,224,155,108,107,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,3251,870,430,345,312,Outside of Chicago,Belmont Cragin,Hermosa,Logan Square,Austin,1645,248,192,118,105,,,,,,,,,,,,,,,,13257,,,,,,,,,,0.609156138563039,748.440299540338,166.986319868129,0.223112411197907,146.330089507682,0.195513375746272,14.408790346506315,0.019251756426471988,26.352190291824,0.0352094753689886,19.073402948825,0.0254842008915595,111.649166687351840,0.14917578163004094,245.550703378858,0.328083219903666,n/a,n/a,15.5267808158333,0.0207455168105849,2.56285569532801,0.00342426202450885
33,Humboldt Park,65836,56323,-9513,55011,17991,13599,10691,8278,3546,906,30.2106724461106,2958,28612,22481,271,689,54647,40497,24206,19993,4213,16291,499,19116,10104,2323,4846,1068,775,32114,22183,4092,6661,4471,2323,1668,906,490,32073.0247406225,16519,5983,10536,3124,19643,4158,236,6552,5454,3225,5.63748959200666,908,1561,3348,13826,-9999,3364,7342,6509,1671,757,2471,2685,642,180,166840.052015605,17232,Health Care,Administration,Retail Trade,Manufacturing,Accommodation and Food Service,2535,2134,1999,1763,1726,9169,Manufacturing,Retail Trade,Health Care,Administration,Wholesale Trade,1715,1178,992,849,791,Outside of Chicago,The Loop,Near North Side,Near West Side,West Town,6866,2211,1127,975,798,Outside of Chicago,Humboldt Park,Austin,West Town,Logan Square,3634,405,340,322,317,,,,,,,,,,,,,,,,10502,,,,,,,,,,0.336160789181113,2306.72352216607,281.876462380628,0.122197766516873,425.752555348301,0.184570257881841,38.524299182071090,0.016700874123785698,136.180294813288,0.0590362449182517,103.158374261302,0.0447207362607694,322.090412298614640,0.13963113013048226,826.4534883149,0.358280253516833,n/a,n/a,18.4925411736422,0.00801680001783538,154.195094393322,0.0668459366333288
34,Hyde Park,29920,25681,-4239,26893,5987,9252,4405,3847,2421,981,30.7860655737705,12584,1891,8047,3244,1127,23940,23506,14281,13153,1123,9225,894,11814,3313,558,3312,4437,194,16960,16398,12386,3544,2562,2498,1035,1387,1442,51231.9538017324,12468,4489,7979,1909,14377,745,1010,113,1246,11232,4.57860480640854,211,2214,3582,8370,-9999,6559,3433,2699,1314,372,1177,1498,1025,724,255480.769230769,10976,Education,Health Care,Professional,Accommodation and Food Service,Retail Trade,2827,2115,774,766,750,25816,Education,Health Care,Accommodation and Food Service,Retail Trade,Real Estate,12726,9314,1130,772,460,Hyde Park,Outside of Chicago,The Loop,Near North Side,Near West Side,3046,2860,1801,686,604,Outside of Chicago,Hyde Park,Kenwood,Near North Side,Lake View,9943,3046,834,691,636,,,,,,,,,,,,,,,,8085,,,,,,,,,,10.3633715570299,1032.26186667911,98.5925868106589,0.0955112166720261,177.606989036786,0.172056136887208,6.437151972925154,0.006235968004547234,39.949156851175,0.0387006031518875,174.923655281808,0.169456666886818,n/a,n/a,251.500997648181,0.243640694058848,n/a,n/a,278.702151283205,0.269991714582867,4.54917779437377,0.00440699975579735
35,Irving Park,58643,53359,-5284,56520,13440,15078,13404,9685,3593,1320,34.6804827226949,22650,26359,1271,4614,1626,56101,45072,31818,29649,2156,13254,1502,27719,15813,2557,7539,1492,318,39192,31434,13825,4031,5748,3594,2388,2707,1832,51996.7707212056,20300,9127,11173,2177,22477,5643,534,5063,4250,6898,5.53212627669452,1347,1611,4131,15388,-9999,4885,9232,5505,1966,889,1327,3829,2864,1064,276071.706936867,22402,Health Care,Retail Trade,Accommodation and Food Service,Education,Professional,2820,2180,2156,2061,2057,9943,Wholesale Trade,Health Care,Retail Trade,Manufacturing,Accommodation and Food Service,1592,1581,1083,927,768,Outside of Chicago,The Loop,Near North Side,Near West Side,Irving Park,8520,3964,1830,1172,641,Outside of Chicago,Irving Park,Belmont Cragin,Portage Park,Albany Park,4115,641,416,357,285,,,,,,,,,,,,,,,,15815,,,,,,,,,,1.67419518991202,2057.19425333848,512.790852564746,0.249267103353304,403.748364259522,0.19626166250674,47.231894366220196,0.022959375027210367,104.200291898683,0.0506516541787843,71.1176360753051,0.0345702093810019,68.495533878732587,0.03329560821374833,743.306158164793,0.361320355118887,n/a,n/a,94.6255121338272,0.0459973636326593,11.6780099966512,0.00567666858766486
36,Jefferson Park,25859,25448,-411,27264,5947,5557,5771,5816,3066,1107,39.7897106109325,17761,6218,250,2444,591,27230,22328,14915,13395,1520,7413,338,12718,8884,1460,2105,220,49,19824,17177,6085,2194,2191,1651,1285,1585,1349,60471.7484008529,10255,6341,3914,827,11082,5168,108,2463,1691,1652,5.71681131468981,448,1253,4982,4399,-9999,1581,4118,3734,1193,456,699,3092,2271,249,274960.598896769,12261,Health Care,Retail Trade,Education,Manufacturing,Public Administration,1526,1250,1134,1043,966,4735,Manufacturing,Administration,Accommodation and Food Service,Wholesale Trade,Retail Trade,937,641,533,372,363,Outside of Chicago,The Loop,Near North Side,Near West Side,O'Hare,5854,2132,607,443,324,Outside of Chicago,Jefferson Park,Portage Park,Belmont Cragin,Norwood Park,2394,292,194,138,119,,,,,,,,,,,,,,,,14974,,,,,,,,,,4.89732505359013,1489.16808585483,501.38467596015,0.336687765956479,176.249261290829,0.118354175707208,10.284764244474939,0.006906382390387537,57.910254202128,0.0388876546255593,26.2878060290635,0.0176526788874698,50.524502718716562,0.03392800530620676,525.503110033217,0.352883677151569,n/a,n/a,133.520670261081,0.0896612488068704,7.50304111517275,0.00503841116825019
37,Kenwood,18363,17841,-522,17601,3464,4931,3055,3365,2092,694,36.8296040515654,2978,667,11916,1520,520,17339,14850,9185,7812,1373,5665,564,7004,3426,261,2643,532,142,12659,11555,6843,3109,1993,1221,723,954,928,39157.6086956522,8928,2646,6282,1404,10332,720,737,197,688,7985,4.50770284149264,787,3552,2800,3193,-9999,3976,3494,1818,709,335,676,969,429,482,237676.056338028,6751,Health Care,Education,Administration,Retail Trade,Accommodation and Food Service,1272,1239,554,516,486,1149,Retail Trade,Real Estate,Health Care,Education,Other Service,217,205,202,164,139,Outside of Chicago,The Loop,Hyde Park,Near North Side,Near West Side,1756,1597,834,612,484,Outside of Chicago,Kenwood,South Shore,Hyde Park,Chatham,310,71,65,43,41,,,,,,,,,,,,,,,,9199,,,,,,,,,,7.02974524141128,666.520061310196,133.684397949438,0.2005707040335,128.125788170289,0.192230955387042,0.459894808147570,0.0006899939474342947,26.0420824380141,0.0390717158412645,54.0918224044302,0.0811555803708301,0.607836344294836,0.0009119550626878304,179.33306020386,0.269058758488589,n/a,n/a,123.73054599408,0.185636641980227,20.4446329976429,0.0306736948884244
